Position,PlayerName,Team,Opponent,Salary,PPG
QB,Cam Newton,Panthers,Giants,16250,17.7
QB,Blaine Gabbert,Jaguars,Seahawks,7400,2.4
QB,Joe Flacco,Ravens,Texans,11200,18.8
QB,Matt Schaub,Texans,Ravens,14400,27.9
QB,Terrelle Pryor,Raiders,Broncos,12300,16.0
QB,Andrew Luck,Colts,49ers,13150,24.8
QB,Robert Griffin III,Redskins,Lions,15650,26.2
QB,Ryan Tannehill,Dolphins,Falcons,12250,16.0
QB,Brandon Weeden,Browns,Vikings,9000,10.7
QB,Russell Wilson,Seahawks,Jaguars,15600,15.2
QB,Geno Smith,Jets,Bills,9400,10.6
QB,EJ Manuel,Bills,Jets,8950,18.7
RB,Jacquizz Rodgers,Falcons,Dolphins,8200,4.8
FLEX,Jacquizz Rodgers,Falcons,Dolphins,8200,4.8
RB,Jason Snelling,Falcons,Dolphins,6500,9.8
FLEX,Jason Snelling,Falcons,Dolphins,6500,9.8
RB,Fred Jackson,Bills,Jets,7100,15.1
FLEX,Fred Jackson,Bills,Jets,7100,15.1
RB,C.J. Spiller,Bills,Jets,13000,12.7
FLEX,C.J. Spiller,Bills,Jets,13000,12.7
RB,Matt Forte,Bears,Steelers,16100,22.1
FLEX,Matt Forte,Bears,Steelers,16100,22.1
RB,Will Ta'ufo'ou,Jaguars,Seahawks,5000,2.3
FLEX,Will Ta'ufo'ou,Jaguars,Seahawks,5000,2.3
RB,Felix Jones,Steelers,Bears,7150,3.7
FLEX,Felix Jones,Steelers,Bears,7150,3.7
RB,DeMarco Murray,Cowboys,Rams,11000,16.4
FLEX,DeMarco Murray,Cowboys,Rams,11000,16.4
RB,Knowshon Moreno,Broncos,Raiders,9200,17.6
FLEX,Knowshon Moreno,Broncos,Raiders,9200,17.6
RB,James Starks,Packers,Bengals,8800,14.3
FLEX,James Starks,Packers,Bengals,8800,14.3
RB,Chris Johnson,Titans,Chargers,10800,8.8
FLEX,Chris Johnson,Titans,Chargers,10800,8.8
RB,Donald Brown,Colts,49ers,5800,3.0
FLEX,Donald Brown,Colts,49ers,5800,3.0
RB,Jackie Battle,Titans,Chargers,5250,4.7
FLEX,Jackie Battle,Titans,Chargers,5250,4.7
RB,Michael Bush,Bears,Steelers,5000,0.8
FLEX,Michael Bush,Bears,Steelers,5000,0.8
RB,Darren McFadden,Raiders,Broncos,12000,16.6
FLEX,Darren McFadden,Raiders,Broncos,12000,16.6
RB,Marcel Reece,Raiders,Broncos,5200,4.7
FLEX,Marcel Reece,Raiders,Broncos,5200,4.7
RB,Steven Jackson,Falcons,Dolphins,12450,12.5
FLEX,Steven Jackson,Falcons,Dolphins,12450,12.5
RB,Reggie Bush,Lions,Redskins,13050,19.5
FLEX,Reggie Bush,Lions,Redskins,13050,19.5
RB,Daniel Thomas,Dolphins,Falcons,5700,7.0
FLEX,Daniel Thomas,Dolphins,Falcons,5700,7.0
RB,Toby Gerhart,Vikings,Browns,5000,1.8
FLEX,Toby Gerhart,Vikings,Browns,5000,1.8
RB,Adrian Peterson,Vikings,Browns,16250,21.4
FLEX,Adrian Peterson,Vikings,Browns,16250,21.4
RB,BenJarvus Green-Ellis,Bengals,Packers,7000,9.4
FLEX,BenJarvus Green-Ellis,Bengals,Packers,7000,9.4
RB,Stevan Ridley,Patriots,Buccaneers,9800,3.3
FLEX,Stevan Ridley,Patriots,Buccaneers,9800,3.3
RB,Danny Woodhead,Chargers,Titans,6550,9.0
FLEX,Danny Woodhead,Chargers,Titans,6550,9.0
RB,Joique Bell,Lions,Redskins,10450,19.2
FLEX,Joique Bell,Lions,Redskins,10450,19.2
RB,Mark Ingram,Saints,Cardinals,5000,1.6
FLEX,Mark Ingram,Saints,Cardinals,5000,1.6
RB,Chris Ivory,Jets,Bills,6600,3.4
FLEX,Chris Ivory,Jets,Bills,6600,3.4
RB,Darren Sproles,Saints,Cardinals,11550,14.6
FLEX,Darren Sproles,Saints,Cardinals,11550,14.6
RB,Pierre Thomas,Saints,Cardinals,5600,9.3
FLEX,Pierre Thomas,Saints,Cardinals,5600,9.3
RB,Ahmad Bradshaw,Colts,49ers,8000,10.8
FLEX,Ahmad Bradshaw,Colts,49ers,8000,10.8
RB,Brandon Jacobs,Giants,Panthers,5700,6.4
FLEX,Brandon Jacobs,Giants,Panthers,5700,6.4
RB,Da'Rel Scott,Giants,Panthers,6550,11.8
FLEX,Da'Rel Scott,Giants,Panthers,6550,11.8
RB,Shonn Greene,Titans,Chargers,5000,1.8
FLEX,Shonn Greene,Titans,Chargers,5000,1.8
RB,Bilal Powell,Jets,Bills,6150,12.7
FLEX,Bilal Powell,Jets,Bills,6150,12.7
RB,Ronnie Brown,Chargers,Titans,5350,5.0
FLEX,Ronnie Brown,Chargers,Titans,5350,5.0
RB,LaRod Stephens-Howling,Steelers,Bears,5100,5.0
FLEX,LaRod Stephens-Howling,Steelers,Bears,5100,5.0
RB,Rashard Mendenhall,Cardinals,Saints,8850,12.4
FLEX,Rashard Mendenhall,Cardinals,Saints,8850,12.4
RB,Isaac Redman,Steelers,Bears,5000,2.3
FLEX,Isaac Redman,Steelers,Bears,5000,2.3
RB,Ryan Mathews,Chargers,Titans,6800,10.1
FLEX,Ryan Mathews,Chargers,Titans,6800,10.1
RB,Jordan Todman,Jaguars,Seahawks,7000,3.0
FLEX,Jordan Todman,Jaguars,Seahawks,7000,3.0
RB,Mike Tolbert,Panthers,Giants,5000,3.8
FLEX,Mike Tolbert,Panthers,Giants,5000,3.8
RB,Frank Gore,49ers,Colts,9550,9.2
FLEX,Frank Gore,49ers,Colts,9550,9.2
RB,Kendall Hunter,49ers,Colts,5000,0.8
FLEX,Kendall Hunter,49ers,Colts,5000,0.8
RB,Justin Forsett,Jaguars,Seahawks,5550,4.3
FLEX,Justin Forsett,Jaguars,Seahawks,5550,4.3
RB,Marshawn Lynch,Seahawks,Jaguars,17200,20.9
FLEX,Marshawn Lynch,Seahawks,Jaguars,17200,20.9
RB,LeGarrette Blount,Patriots,Buccaneers,5000,1.3
FLEX,LeGarrette Blount,Patriots,Buccaneers,5000,1.3
RB,DeAngelo Williams,Panthers,Giants,8800,9.8
FLEX,DeAngelo Williams,Panthers,Giants,8800,9.8
RB,Rashad Jennings,Raiders,Broncos,5100,2.3
FLEX,Rashad Jennings,Raiders,Broncos,5100,2.3
RB,Maurice Jones-Drew,Jaguars,Seahawks,8600,4.2
FLEX,Maurice Jones-Drew,Jaguars,Seahawks,8600,4.2
RB,Vonta Leach,Ravens,Texans,5500,6.2
FLEX,Vonta Leach,Ravens,Texans,5500,6.2
RB,Ray Rice,Ravens,Texans,12450,13.3
FLEX,Ray Rice,Ravens,Texans,12450,13.3
RB,Arian Foster,Texans,Ravens,13000,16.2
FLEX,Arian Foster,Texans,Ravens,13000,16.2
RB,Ben Tate,Texans,Ravens,6800,10.7
FLEX,Ben Tate,Texans,Ravens,6800,10.7
RB,Trent Richardson,Browns,Vikings,12500,11.3
FLEX,Trent Richardson,Browns,Vikings,12500,11.3
RB,David Wilson,Giants,Panthers,7650,-0.2
FLEX,David Wilson,Giants,Panthers,7650,-0.2
RB,Doug Martin,Buccaneers,Patriots,15650,13.4
FLEX,Doug Martin,Buccaneers,Patriots,15650,13.4
RB,Isaiah Pead,Rams,Cowboys,5000,3.9
FLEX,Isaiah Pead,Rams,Cowboys,5000,3.9
RB,Ronnie Hillman,Broncos,Raiders,5000,3.2
FLEX,Ronnie Hillman,Broncos,Raiders,5000,3.2
RB,Bernard Pierce,Ravens,Texans,9500,7.3
FLEX,Bernard Pierce,Ravens,Texans,9500,7.3
RB,Lamar Miller,Dolphins,Falcons,9000,8.8
FLEX,Lamar Miller,Dolphins,Falcons,9000,8.8
RB,Robert Turbin,Seahawks,Jaguars,5250,4.0
FLEX,Robert Turbin,Seahawks,Jaguars,5250,4.0
RB,Alfred Morris,Redskins,Lions,12000,12.2
FLEX,Alfred Morris,Redskins,Lions,12000,12.2
RB,Daryl Richardson,Rams,Cowboys,9000,13.8
FLEX,Daryl Richardson,Rams,Cowboys,9000,13.8
RB,Giovani Bernard,Bengals,Packers,9900,11.8
FLEX,Giovani Bernard,Bengals,Packers,9900,11.8
RB,Montee Ball,Broncos,Raiders,6050,3.4
FLEX,Montee Ball,Broncos,Raiders,6050,3.4
RB,Eddie Lacy,Packers,Bengals,9750,6.6
FLEX,Eddie Lacy,Packers,Bengals,9750,6.6
RB,Andre Ellington,Cardinals,Saints,6200,8.2
FLEX,Andre Ellington,Cardinals,Saints,6200,8.2
TE,Tony Gonzalez,Falcons,Dolphins,9450,9.9
FLEX,Tony Gonzalez,Falcons,Dolphins,9450,9.9
TE,Scott Chandler,Bills,Jets,5100,5.9
FLEX,Scott Chandler,Bills,Jets,5100,5.9
TE,Jermaine Gresham,Bengals,Packers,6850,10.6
FLEX,Jermaine Gresham,Bengals,Packers,6850,10.6
TE,Jordan Cameron,Browns,Vikings,11000,20.1
FLEX,Jordan Cameron,Browns,Vikings,11000,20.1
TE,Benjamin Watson,Saints,Cardinals,5900,6.1
FLEX,Benjamin Watson,Saints,Cardinals,5900,6.1
TE,Martellus Bennett,Bears,Steelers,9550,20.2
FLEX,Martellus Bennett,Bears,Steelers,9550,20.2
TE,Jason Witten,Cowboys,Rams,11350,15.6
FLEX,Jason Witten,Cowboys,Rams,11350,15.6
TE,Julius Thomas,Broncos,Raiders,9550,22.4
FLEX,Julius Thomas,Broncos,Raiders,9550,22.4
TE,Brandon Pettigrew,Lions,Redskins,5300,3.4
FLEX,Brandon Pettigrew,Lions,Redskins,5300,3.4
TE,Tony Scheffler,Lions,Redskins,5800,0.0
FLEX,Tony Scheffler,Lions,Redskins,5800,0.0
TE,Jermichael Finley,Packers,Bengals,9650,17.6
FLEX,Jermichael Finley,Packers,Bengals,9650,17.6
TE,Jared Cook,Rams,Cowboys,9550,16.6
FLEX,Jared Cook,Rams,Cowboys,9550,16.6
TE,Dallas Clark,Ravens,Texans,5750,8.8
FLEX,Dallas Clark,Ravens,Texans,5750,8.8
TE,Brandon Myers,Giants,Panthers,8700,16.5
FLEX,Brandon Myers,Giants,Panthers,8700,16.5
TE,Lance Kendricks,Rams,Cowboys,5450,4.9
FLEX,Lance Kendricks,Rams,Cowboys,5450,4.9
TE,Kyle Rudolph,Vikings,Browns,7600,8.9
FLEX,Kyle Rudolph,Vikings,Browns,7600,8.9
TE,Jimmy Graham,Saints,Cardinals,15100,24.2
FLEX,Jimmy Graham,Saints,Cardinals,15100,24.2
TE,Clay Harbor,Jaguars,Seahawks,6350,7.0
FLEX,Clay Harbor,Jaguars,Seahawks,6350,7.0
TE,Jim Dray,Cardinals,Saints,5700,6.1
FLEX,Jim Dray,Cardinals,Saints,5700,6.1
TE,Rob Housler,Cardinals,Saints,6500,0.0
FLEX,Rob Housler,Cardinals,Saints,6500,0.0
TE,David Johnson,Steelers,Bears,5000,1.1
FLEX,David Johnson,Steelers,Bears,5000,1.1
TE,Antonio Gates,Chargers,Titans,8600,12.7
FLEX,Antonio Gates,Chargers,Titans,8600,12.7
TE,Vernon Davis,49ers,Colts,9900,16.4
FLEX,Vernon Davis,49ers,Colts,9900,16.4
TE,Delanie Walker,Titans,Chargers,6050,7.5
FLEX,Delanie Walker,Titans,Chargers,6050,7.5
TE,Zach Miller,Seahawks,Jaguars,6250,5.7
FLEX,Zach Miller,Seahawks,Jaguars,6250,5.7
TE,Kellen Winslow,Jets,Bills,5400,12.8
FLEX,Kellen Winslow,Jets,Bills,5400,12.8
TE,Fred Davis,Redskins,Lions,6550,2.8
FLEX,Fred Davis,Redskins,Lions,6550,2.8
TE,Greg Olsen,Panthers,Giants,9150,16.0
FLEX,Greg Olsen,Panthers,Giants,9150,16.0
TE,Marcedes Lewis,Jaguars,Seahawks,5550,0.0
FLEX,Marcedes Lewis,Jaguars,Seahawks,5550,0.0
TE,Ed Dickson,Ravens,Texans,6750,1.1
FLEX,Ed Dickson,Ravens,Texans,6750,1.1
TE,Owen Daniels,Texans,Ravens,8500,17.1
FLEX,Owen Daniels,Texans,Ravens,8500,17.1
TE,Garrett Graham,Texans,Ravens,5300,12.3
FLEX,Garrett Graham,Texans,Ravens,5300,12.3
TE,Coby Fleener,Colts,49ers,7500,9.3
FLEX,Coby Fleener,Colts,49ers,7500,9.3
TE,Dwayne Allen,Colts,49ers,6850,9.0
FLEX,Dwayne Allen,Colts,49ers,6850,9.0
TE,David Paulson,Steelers,Bears,5000,5.9
FLEX,David Paulson,Steelers,Bears,5000,5.9
TE,Tyler Eifert,Bengals,Packers,6800,9.7
FLEX,Tyler Eifert,Bengals,Packers,6800,9.7
TE,Vance McDonald,49ers,Colts,5000,3.2
FLEX,Vance McDonald,49ers,Colts,5000,3.2
TE,Jordan Reed,Redskins,Lions,6300,9.8
FLEX,Jordan Reed,Redskins,Lions,6300,9.8
TE,Mychal Rivera,Raiders,Broncos,5550,5.4
FLEX,Mychal Rivera,Raiders,Broncos,5550,5.4
TE,Joseph Fauria,Lions,Redskins,5000,11.7
FLEX,Joseph Fauria,Lions,Redskins,5000,11.7
TE,Zach Sudfeld,Patriots,Buccaneers,6100,0.0
FLEX,Zach Sudfeld,Patriots,Buccaneers,6100,0.0
WR,Harry Douglas,Falcons,Dolphins,6300,10.8
FLEX,Harry Douglas,Falcons,Dolphins,6300,10.8
WR,Julio Jones,Falcons,Dolphins,17000,26.9
FLEX,Julio Jones,Falcons,Dolphins,17000,26.9
WR,Stevie Johnson,Bills,Jets,10750,19.0
FLEX,Stevie Johnson,Bills,Jets,10750,19.0
WR,Andre Caldwell,Broncos,Raiders,5700,7.2
FLEX,Andre Caldwell,Broncos,Raiders,5700,7.2
WR,A.J. Green,Bengals,Packers,16250,23.6
FLEX,A.J. Green,Bengals,Packers,16250,23.6
WR,Jerome Simpson,Vikings,Browns,6100,13.9
FLEX,Jerome Simpson,Vikings,Browns,6100,13.9
WR,Greg Little,Browns,Vikings,7000,7.0
FLEX,Greg Little,Browns,Vikings,7000,7.0
WR,Miles Austin,Cowboys,Rams,8650,11.7
FLEX,Miles Austin,Cowboys,Rams,8650,11.7
WR,Dez Bryant,Cowboys,Rams,15050,17.6
FLEX,Dez Bryant,Cowboys,Rams,15050,17.6
WR,Kevin Ogletree,Buccaneers,Patriots,5400,3.8
FLEX,Kevin Ogletree,Buccaneers,Patriots,5400,3.8
WR,Eric Decker,Broncos,Raiders,9750,11.4
FLEX,Eric Decker,Broncos,Raiders,9750,11.4
WR,Eddie Royal,Chargers,Titans,8850,25.7
FLEX,Eddie Royal,Chargers,Titans,8850,25.7
WR,Demaryius Thomas,Broncos,Raiders,14150,21.6
FLEX,Demaryius Thomas,Broncos,Raiders,14150,21.6
WR,Nate Burleson,Lions,Redskins,6700,12.2
FLEX,Nate Burleson,Lions,Redskins,6700,12.2
WR,Calvin Johnson,Lions,Redskins,18050,18.6
FLEX,Calvin Johnson,Lions,Redskins,18050,18.6
WR,Randall Cobb,Packers,Bengals,14300,26.1
FLEX,Randall Cobb,Packers,Bengals,14300,26.1
WR,Greg Jennings,Vikings,Browns,8200,9.8
FLEX,Greg Jennings,Vikings,Browns,8200,9.8
WR,James Jones,Packers,Bengals,10350,13.4
FLEX,James Jones,Packers,Bengals,10350,13.4
WR,Jordy Nelson,Packers,Bengals,13050,23.8
FLEX,Jordy Nelson,Packers,Bengals,13050,23.8
WR,Kerry Taylor,Cardinals,Saints,5800,7.0
FLEX,Kerry Taylor,Cardinals,Saints,5800,7.0
WR,Kenny Britt,Titans,Chargers,7850,4.7
FLEX,Kenny Britt,Titans,Chargers,7850,4.7
WR,Nate Washington,Titans,Chargers,5450,8.3
FLEX,Nate Washington,Titans,Chargers,5450,8.3
WR,Pierre Garcon,Redskins,Lions,14300,20.9
FLEX,Pierre Garcon,Redskins,Lions,14300,20.9
WR,Reggie Wayne,Colts,49ers,12200,16.6
FLEX,Reggie Wayne,Colts,49ers,12200,16.6
WR,Jacoby Ford,Raiders,Broncos,5600,2.2
FLEX,Jacoby Ford,Raiders,Broncos,5600,2.2
WR,Darrius Heyward-Bey,Colts,49ers,5950,4.7
FLEX,Darrius Heyward-Bey,Colts,49ers,5950,4.7
WR,Denarius Moore,Raiders,Broncos,7350,7.7
FLEX,Denarius Moore,Raiders,Broncos,7350,7.7
WR,Brandon Gibson,Dolphins,Falcons,5100,8.4
FLEX,Brandon Gibson,Dolphins,Falcons,5100,8.4
WR,Austin Pettis,Rams,Cowboys,5850,13.2
FLEX,Austin Pettis,Rams,Cowboys,5850,13.2
WR,Davone Bess,Browns,Vikings,5650,9.2
FLEX,Davone Bess,Browns,Vikings,5650,9.2
WR,Clyde Gates,Jets,Bills,5450,4.5
FLEX,Clyde Gates,Jets,Bills,5450,4.5
WR,Brian Hartline,Dolphins,Falcons,8450,19.1
FLEX,Brian Hartline,Dolphins,Falcons,8450,19.1
WR,Brandon Marshall,Bears,Steelers,15650,24.4
FLEX,Brandon Marshall,Bears,Steelers,15650,24.4
WR,Joe Webb,Vikings,Browns,6000,0.0
FLEX,Joe Webb,Vikings,Browns,6000,0.0
WR,Julian Edelman,Patriots,Buccaneers,12450,24.1
FLEX,Julian Edelman,Patriots,Buccaneers,12450,24.1
WR,Wes Welker,Broncos,Raiders,12150,19.3
FLEX,Wes Welker,Broncos,Raiders,12150,19.3
WR,Marques Colston,Saints,Cardinals,11550,14.1
FLEX,Marques Colston,Saints,Cardinals,11550,14.1
WR,Lance Moore,Saints,Cardinals,7350,3.4
FLEX,Lance Moore,Saints,Cardinals,7350,3.4
WR,Victor Cruz,Giants,Panthers,14200,27.3
FLEX,Victor Cruz,Giants,Panthers,14200,27.3
WR,Hakeem Nicks,Giants,Panthers,12000,14.3
FLEX,Hakeem Nicks,Giants,Panthers,12000,14.3
WR,Santonio Holmes,Jets,Bills,7600,5.2
FLEX,Santonio Holmes,Jets,Bills,7600,5.2
WR,Jeremy Kerley,Jets,Bills,6700,7.4
FLEX,Jeremy Kerley,Jets,Bills,6700,7.4
WR,Larry Fitzgerald,Cardinals,Saints,13500,16.6
FLEX,Larry Fitzgerald,Cardinals,Saints,13500,16.6
WR,Andre Roberts,Cardinals,Saints,8400,12.2
FLEX,Andre Roberts,Cardinals,Saints,8400,12.2
WR,Antonio Brown,Steelers,Bears,10300,12.1
FLEX,Antonio Brown,Steelers,Bears,10300,12.1
WR,Jerricho Cotchery,Steelers,Bears,6600,10.9
FLEX,Jerricho Cotchery,Steelers,Bears,6600,10.9
WR,Emmanuel Sanders,Steelers,Bears,9350,12.8
FLEX,Emmanuel Sanders,Steelers,Bears,9350,12.8
WR,Mike Wallace,Dolphins,Falcons,10550,14.5
FLEX,Mike Wallace,Dolphins,Falcons,10550,14.5
WR,Vincent Brown,Chargers,Titans,7850,8.0
FLEX,Vincent Brown,Chargers,Titans,7850,8.0
WR,Malcom Floyd,Chargers,Titans,6700,10.4
FLEX,Malcom Floyd,Chargers,Titans,6700,10.4
WR,Vincent Jackson,Buccaneers,Patriots,12750,17.6
FLEX,Vincent Jackson,Buccaneers,Patriots,12750,17.6
WR,Ted Ginn Jr.,Panthers,Giants,5650,8.6
FLEX,Ted Ginn Jr.,Panthers,Giants,5650,8.6
WR,Joshua Morgan,Redskins,Lions,5800,7.5
FLEX,Joshua Morgan,Redskins,Lions,5800,7.5
WR,Kyle Williams,49ers,Colts,5850,7.2
FLEX,Kyle Williams,49ers,Colts,5850,7.2
WR,Doug Baldwin,Seahawks,Jaguars,5250,11.2
FLEX,Doug Baldwin,Seahawks,Jaguars,5250,11.2
WR,Sidney Rice,Seahawks,Jaguars,5200,3.9
FLEX,Sidney Rice,Seahawks,Jaguars,5200,3.9
WR,Brandon Stokley,Ravens,Texans,5200,7.5
FLEX,Brandon Stokley,Ravens,Texans,5200,7.5
WR,Golden Tate,Seahawks,Jaguars,7150,6.0
FLEX,Golden Tate,Seahawks,Jaguars,7150,6.0
WR,Mike Williams,Buccaneers,Patriots,9150,9.1
FLEX,Mike Williams,Buccaneers,Patriots,9150,9.1
WR,Leonard Hankerson,Redskins,Lions,8150,15.8
FLEX,Leonard Hankerson,Redskins,Lions,8150,15.8
WR,Santana Moss,Redskins,Lions,5650,11.8
FLEX,Santana Moss,Redskins,Lions,5650,11.8
WR,Aldrick Robinson,Redskins,Lions,5000,1.1
FLEX,Aldrick Robinson,Redskins,Lions,5000,1.1
WR,Brandon LaFell,Panthers,Giants,6200,5.3
FLEX,Brandon LaFell,Panthers,Giants,6200,5.3
WR,Steve Smith,Panthers,Giants,10050,13.7
FLEX,Steve Smith,Panthers,Giants,10050,13.7
WR,Cecil Shorts,Jaguars,Seahawks,10450,12.2
FLEX,Cecil Shorts,Jaguars,Seahawks,10450,12.2
WR,Anquan Boldin,49ers,Colts,10550,20.8
FLEX,Anquan Boldin,49ers,Colts,10550,20.8
WR,Torrey Smith,Ravens,Texans,10350,14.3
FLEX,Torrey Smith,Ravens,Texans,10350,14.3
WR,Andre Johnson,Texans,Ravens,13500,21.1
FLEX,Andre Johnson,Texans,Ravens,13500,21.1
WR,Jacoby Jones,Ravens,Texans,5100,5.4
FLEX,Jacoby Jones,Ravens,Texans,5100,5.4
WR,Michael Floyd,Cardinals,Saints,8300,8.7
FLEX,Michael Floyd,Cardinals,Saints,8300,8.7
WR,Kendall Wright,Titans,Chargers,8750,10.8
FLEX,Kendall Wright,Titans,Chargers,8750,10.8
WR,Alshon Jeffery,Bears,Steelers,6400,7.2
FLEX,Alshon Jeffery,Bears,Steelers,6400,7.2
WR,Stephen Hill,Jets,Bills,6250,10.2
FLEX,Stephen Hill,Jets,Bills,6250,10.2
WR,Ryan Broyles,Lions,Redskins,6950,0.0
FLEX,Ryan Broyles,Lions,Redskins,6950,0.0
WR,Rueben Randle,Giants,Panthers,7150,9.8
FLEX,Rueben Randle,Giants,Panthers,7150,9.8
WR,Mohamed Sanu,Bengals,Packers,6250,6.7
FLEX,Mohamed Sanu,Bengals,Packers,6250,6.7
WR,T.Y. Hilton,Colts,49ers,8500,11.7
FLEX,T.Y. Hilton,Colts,49ers,8500,11.7
WR,Chris Givens,Rams,Cowboys,7700,10.1
FLEX,Chris Givens,Rams,Cowboys,7700,10.1
WR,Jarius Wright,Vikings,Browns,5000,1.6
FLEX,Jarius Wright,Vikings,Browns,5000,1.6
WR,Marvin Jones,Bengals,Packers,5000,4.8
FLEX,Marvin Jones,Bengals,Packers,5000,4.8
WR,Jermaine Kearse,Seahawks,Jaguars,5000,12.9
FLEX,Jermaine Kearse,Seahawks,Jaguars,5000,12.9
WR,Derek Moye,Steelers,Bears,5000,7.1
FLEX,Derek Moye,Steelers,Bears,5000,7.1
WR,Rod Streater,Raiders,Broncos,6450,10.1
FLEX,Rod Streater,Raiders,Broncos,6450,10.1
WR,Josh Gordon,Browns,Vikings,9500,0.0
FLEX,Josh Gordon,Browns,Vikings,9500,0.0
WR,DeAndre Hopkins,Texans,Ravens,9850,18.1
FLEX,DeAndre Hopkins,Texans,Ravens,9850,18.1
WR,Cordarrelle Patterson,Vikings,Browns,6850,5.7
FLEX,Cordarrelle Patterson,Vikings,Browns,6850,5.7
WR,Robert Woods,Bills,Jets,6800,10.9
FLEX,Robert Woods,Bills,Jets,6800,10.9
WR,Ace Sanders,Jaguars,Seahawks,6050,7.9
