"name","position","prediction"
"Josh Johnson","QB",9.07688127679001
"Brian Hoyer","QB",10.03628429892
"Jordan Norwood","WR",7.82787975839677
"Cedric Peerman","RB",4.78542159831061
"Bernard Scott","RB",4.76431111790665
"Richard Quinn","TE",2.54172492133154
"Brandon Tate","WR",4.09203762468708
"Chris Ogbonnaya","RB",4.81762743822465
"Dan Gronkowski","TE",6.9865472496978
"Naaman Roosevelt","WR",2.28815366953376
"David Nelson","WR",9.62800547888481
"Montario Hardesty","RB",4.37327447686788
"John Skelton","QB",8.82921921659373
"Zac Robinson","QB",3.39320688027684
"Jermaine Gresham","TE",10.5892823147959
"Andrew Hawkins","WR",7.7324775680536
"A.J. Green","WR",17.4374852086958
"Andy Dalton","QB",17.1005474702606
"Greg Little","WR",9.1900450602669
"Jordan Cameron","TE",9.16506478244581
"Dion Lewis","RB",5.2572105210063
"Ryan Whalen","WR",4.37630877361362
"Dane Sanzenbacher","WR",6.75971366551515
"Tori Gurley","WR",4.6809230406193
"Taveon Rogers","WR",2.66020259636112
"Josh Cooper","WR",4.62972729876253
"Travis Benjamin","WR",5.02168384477719
"Marvin Jones","WR",7.71844613542593
"Brad Smelley","TE",3.43061793372427
"Orson Charles","TE",3.07842713810112
"Dan Herron","RB",4.35982581569336
"Mohamed Sanu","WR",9.75986046195509
"Josh Gordon","WR",11.9020986538828
"Trent Richardson","RB",14.3235936600517
"Brandon Weeden","QB",13.9123341083953
"Roy Roundtree","WR",2.08297729026363
"Dominique Croom","WR",3.43590623552902
"Mike Edwards","WR",2.55540794566634
"Cordell Roberson","WR",6.37393906186477
"Miguel Maysonet","RB",2.87293651007022
"Rex Burkhead","RB",7.47477401572537
"Cobi Hamilton","WR",6.04374483702287
"Giovani Bernard","RB",12.7597022142063
"Tyler Eifert","TE",7.3727056860734
"Shaun Hill","QB",12.8264301850132
"Josh McCown","QB",3.98153522199875
"Nate Burleson","WR",10.6732505274616
"Micheal Spurlock","WR",5.40818616077207
"Montell Owens","RB",6.10741014566368
"Reggie Bush","RB",12.7098417048914
"Jay Cutler","QB",17.0321839800772
"Devin Hester","WR",4.54900801117235
"Tony Scheffler","TE",7.66813692800045
"Leonard Pope","TE",4.32631389714237
"Brandon Marshall","WR",20.169426088127
"Devin Aromashodu","WR",4.96887539145455
"Eric Weems","WR",2.66982827458614
"Matt Willis","WR",5.34386365071723
"Calvin Johnson","WR",20.8928100114724
"Michael Bush","RB",7.68809233567422
"Matt Forte","RB",15.7626965640516
"Martellus Bennett","TE",8.46415514041571
"Earl Bennett","WR",7.860595957452
"Chaz Schilens","WR",7.53153972321408
"Matthew Stafford","QB",20.9999576524274
"Brandon Pettigrew","TE",9.69370765343416
"Mike Thomas","WR",6.24840131181489
"Joique Bell","RB",11.8122798818929
"Thad Lewis","QB",8.54902225623096
"Steve Maneri","TE",3.78238394794948
"Fendi Onobun","TE",7.71245272038035
"Terrence Austin","WR",6.21185841527609
"Harvey Unga","RB",4.97335701174823
"Mikel Leshoure","RB",10.8968601429845
"Kris Durham","WR",6.50935413101967
"Gabe Miller","TE",2.90542075038566
"Shaun Chapas","RB",2.67900116266864
"Kyle Adams","TE",2.04225676198751
"Terrence Toliver","WR",7.10994809245174
"Armando Allen","RB",3.84274155041879
"Matt Veldman","TE",2.28725307606435
"Alshon Jeffery","WR",9.14049381408312
"Ryan Broyles","WR",9.0564105208938
"Pat Edwards","WR",5.27323177456799
"Kellen Moore","QB",10.8397909356378
"Brittan Golden","WR",3.04055447697115
"Joe Anderson","WR",4.96099087944767
"Matt Blanchard","QB",6.29643906912212
"Jerrell Jackson","WR",3.98105749027467
"Joseph Fauria","TE",7.1571568441278
"Steven Miller","RB",3.82907508544121
"Cody Wilson","WR",2.65348537349545
"Marquess Wilson","WR",7.95938308908299
"Theo Riddick","RB",8.04509342892889
"Michael Williams","TE",2.58665321052084
"Michael Ford","RB",10.6328016323205
"Josh Lenz","WR",2.43412726518365
"Andre Johnson","WR",17.4068262384559
"Matt Schaub","QB",17.6168947084392
"Tarvaris Jackson","QB",12.4546080019669
"Owen Daniels","TE",12.03437264607
"Marshawn Lynch","RB",15.6749650045846
"Brady Quinn","QB",7.40080621300408
"Zach Miller","TE",8.95979717078399
"Sidney Rice","WR",11.4695080002848
"Brett Swain","WR",4.17138213865393
"Arian Foster","RB",19.7260471715876
"Percy Harvin","WR",17.8383528974831
"Stephen McGee","QB",4.89106023911488
"Stephen Williams","WR",11.0396920560125
"Bryan Walters","WR",3.98658571313344
"Garrett Graham","TE",8.2931708418452
"Deji Karim","RB",4.01277616811968
"Anthony McCoy","TE",7.0487885139834
"Ben Tate","RB",6.3518727295877
"Golden Tate","WR",10.3159404401933
"Tyler Clutts","RB",2.30641325610992
"T.J. Yates","QB",8.45145275254089
"Doug Baldwin","WR",8.03501286275233
"Lestar Jean","WR",9.3964325145716
"Jeff Maehl","WR",11.6291429988106
"Case Keenum","QB",10.7341994150371
"Derrick Coleman","RB",5.37531744401083
"Jermaine Kearse","WR",6.66521633386674
"Jake Byrne","TE",2.48557131078389
"Russell Wilson","QB",21.1658515580522
"Robert Turbin","RB",6.03103053633689
"Phil Bates","WR",2.23870838133623
"Sean McGrath","TE",5.47493813071641
"Keshawn Martin","WR",3.65970786621548
"Cooper Helfet","TE",5.11752007581295
"DeVier Posey","WR",5.63293518781981
"Perez Ashford","WR",1.549612510145
"Chris Harper","WR",2.68498425667952
"Luke Willson","TE",7.56257140748888
"Ryan Griffin","TE",8.07982461424762
"Ray Graham","RB",3.46006342719845
"Dennis Johnson","RB",6.0527171628443
"Cierre Wood","RB",6.25169053274099
"Spencer Ware","RB",6.69356422343134
"Christine Michael","RB",9.61582537416049
"Arceto Clark","WR",3.88991949286333
"DeAndre Hopkins","WR",13.7478874713683
"Matt Hasselbeck","QB",11.8907697919189
"Reggie Wayne","WR",15.7066092375366
"Marcedes Lewis","TE",8.56812837972271
"Maurice Jones-Drew","RB",9.24790531669524
"Isaiah Stanback","TE",2.11166993164915
"Ahmad Bradshaw","RB",14.3210720688026
"Chad Henne","QB",13.1569984338062
"Justin Forsett","RB",5.46187568681555
"Will Ta'ufo'ou","RB",1.98275986330646
"Charly Martin","WR",2.85775998324528
"Darrius Heyward-Bey","WR",10.2422571399495
"Donald Brown","RB",6.79949884006465
"Mohamed Massaquoi","WR",5.78282746879656
"Jordan Shipley","WR",6.6598219986109
"Mike Kafka","QB",4.84242158980499
"Blaine Gabbert","QB",10.531152572108
"Cecil Shorts","WR",12.0967546465549
"Delone Carter","RB",5.05684637088197
"Jordan Todman","RB",6.97894813795312
"Allen Reisner","TE",5.43624553588031
"Robert Hughes","RB",4.19519456468425
"Brett Brackett","TE",4.10053572815442
"Nathan Palmer","WR",2.83744064277639
"Dominique Jones","TE",5.77446581465918
"Griff Whalen","WR",7.52067971564628
"Jabin Sambrano","WR",2.39240973063663
"Mike Brown","WR",4.25467427987174
"Toney Clemons","WR",2.60329729034543
"Jonathan Grimes","RB",3.79551976622226
"Davin Meggett","RB",2.40789918277154
"Vick Ballard","RB",8.82474596061054
"LaVon Brazill","WR",4.83787808387612
"Jeremy Ebert","WR",4.55048550099546
"Chandler Harnish","QB",5.91985137852983
"T.Y. Hilton","WR",12.8304448312565
"Andrew Luck","QB",20.8130007001576
"Dwayne Allen","TE",8.58954796769323
"Coby Fleener","TE",6.65638737421179
"Justin Blackmon","WR",12.8937183132533
"Lanear Sampson","WR",3.91941187975966
"Jamal Miles","WR",0.393127373463294
"Ryan Otten","TE",1.44448624503073
"Tobais Palmer","WR",-0.310498430259165
"Lonnie Pryor","RB",1.42019252819064
"Matt Scott","QB",3.48840144328818
"De'Leon Eskridge","RB",1.32556249347707
"Kerwynn Williams","RB",5.05266837308251
"Justice Cunningham","TE",5.05282453272545
"Denard Robinson","RB",2.58017299616225
"Ace Sanders","WR",5.21598665373959
"David Carr","QB",3.74806533333643
"Terrance Copper","WR",4.54913058164007
"Eli Manning","QB",17.6866851263868
"Alex Smith","QB",16.2435515744363
"Anthony Fasano","TE",7.18636392569738
"Dwayne Bowe","WR",12.64309537672
"Donnie Avery","WR",10.2118924913375
"Jamaal Charles","RB",15.5189245538513
"Chase Daniel","QB",6.93417350185058
"Kevin Brock","TE",2.73212251983258
"Ramses Barden","WR",5.35333254905497
"Bear Pascoe","TE",3.58995848217703
"Hakeem Nicks","WR",12.3857796152593
"Louis Murphy","WR",5.6083908581221
"Andre Brown","RB",7.2392466585182
"Curtis Painter","QB",7.57378862886672
"Brandon Myers","TE",10.0568016677796
"Victor Cruz","WR",16.2126327108496
"Jeremy Horne","WR",1.83895961258691
"Dexter McCluster","WR",7.50440784437201
"Tony Moeaki","TE",7.22431068743525
"Jon Baldwin","WR",6.14074593866312
"Jerrel Jernigan","WR",3.17382457556654
"Ricky Stanzi","QB",5.15357571639178
"Da'Rel Scott","RB",7.15341065301324
"Shaun Draughn","RB",4.34673948550902
"Kris Adams","WR",1.78126362155297
"Jamar Newsome","WR",3.75372809865228
"Larry Donnell","TE",4.06028913688438
"Tyler Shoemaker","WR",1.78911100570535
"David Wilson","RB",6.36647357633652
"Rueben Randle","WR",6.52208825163275
"Devon Wylie","WR",3.68024409836523
"Adrien Robinson","TE",2.37812493891874
"Cyrus Gray","RB",3.71770090776281
"Junior Hemingway","WR",8.96680092815314
"Josh Bellamy","WR",4.4038321727927
"Julian Talley","WR",5.9239051990022
"Michael Cox","RB",2.65300841285493
"Tyler Bray","QB",10.5234267020694
"Frankie Hammond","WR",4.22452807165601
"Rico Richardson","WR",5.0892546859121
"Knile Davis","RB",5.050896786428
"Toben Opurum","RB",2.94142054902932
"Travis Kelce","TE",3.15299928882575
"Ryan Nassib","QB",3.88841139550317
"Plaxico Burress","WR",7.83875324962776
"Jerricho Cotchery","WR",6.644277488514
"Ben Roethlisberger","QB",18.4890181328348
"Heath Miller","TE",11.7735396684645
"Matt Cassel","QB",10.5148709588926
"Greg Jennings","WR",12.6156651935921
"Bruce Gradkowski","QB",6.70588459006791
"Adrian Peterson","RB",20.7115665866333
"Matt Spaeth","TE",4.62828613416969
"John Carlson","TE",2.89352102958402
"Jerome Simpson","WR",7.24937125381761
"John Parker Wilson","QB",3.69934848923977
"Isaac Redman","RB",6.21727597516289
"LaRod Stephens-Howling","RB",6.97694082288901
"David Johnson","TE",4.88046645145777
"Michael Palmer","TE",4.01564136867192
"Nathan Overbay","TE",1.85197131399221
"Emmanuel Sanders","WR",8.54086501623209
"Jonathan Dwyer","RB",8.07232199607303
"Antonio Brown","WR",14.0809083528047
"Joe Webb","QB",8.59919796786211
"Toby Gerhart","RB",4.80535023527909
"Christian Ponder","QB",14.3344156550057
"Kyle Rudolph","TE",9.69373778668316
"Baron Batch","RB",3.13260886472173
"Stephen Burton","WR",4.74030629952483
"Matt Asiata","RB",3.14343807695127
"McLeod Bethel-Thompson","QB",9.42792290340181
"David Gilreath","WR",1.30601213928068
"LaMark Brown","TE",3.89310579522137
"Kashif Moore","WR",2.24956370716252
"Joe Banyard","RB",10.9548657018375
"Derek Moye","WR",8.04089265879135
"David Paulson","TE",4.00634861381235
"Alvester Alexander","RB",1.79216131794586
"Chris Summers","WR",4.58715370444223
"Chase Ford","TE",2.79780941445392
"Jarius Wright","WR",7.62555474439271
"Rhett Ellison","TE",2.34539993239851
"Reggie Dunn","WR",1.75428347699663
"J.D. Woods","WR",4.71794885848156
"Colin Anderson","TE",2.17481171379891
"Erik Highsmith","WR",2.18822940278742
"Zach Line","RB",5.06715973957742
"Bradley Randle","RB",1.41282214774185
"Rodney Smith","WR",9.00769135879368
"James Vandenberg","QB",3.10358750038829
"Jerodis Williams","RB",2.1698624254504
"Adam Thielen","WR",2.91532404515997
"Markus Wheaton","WR",6.62505598192806
"Justin Brown","WR",4.2119490152398
"Le'Veon Bell","RB",1.67659123907251
"Landry Jones","QB",8.96297785007631
"Cordarrelle Patterson","WR",6.72424456935101
"Carson Palmer","QB",16.6696800666446
"Larry Fitzgerald","WR",12.0102069652564
"Vincent Jackson","WR",15.4554536585008
"Dan Orlovsky","QB",5.26006125748393
"Derek Hagan","WR",5.51949731130063
"Jeff King","TE",3.96504087357801
"Drew Stanton","QB",7.02804262165363
"Brian Leonard","RB",4.34518370880381
"Rashard Mendenhall","RB",8.86776330975228
"Early Doucet","WR",6.13928160847794
"Peyton Hillis","RB",6.24328680065423
"Kevin Ogletree","WR",7.09145687490419
"Tom Crabtree","TE",5.71007424179451
"Josh Freeman","QB",17.970354269998
"Jarett Dillard","WR",1.76233547934423
"Zach Miller","TE",2.2062399002419
"Tiquan Underwood","WR",6.4191412088648
"Alfonso Smith","RB",4.22318379264645
"Andre Roberts","WR",10.5532476955253
"Mike Williams","WR",13.0644287804283
"Carlton Mitchell","WR",1.57628271995229
"Nate Byham","TE",3.87977576751597
"Mickey Shuler","TE",2.36819815977446
"Jim Dray","TE",4.06206248715322
"Ryan Williams","RB",5.24169868396448
"Rob Housler","TE",7.19293275338084
"Luke Stocker","TE",3.84733481438771
"Adam Weber","QB",1.78080851590228
"Kerry Taylor","WR",6.88481969711219
"Chris Owusu","WR",4.56151797869773
"Eric Page","WR",2.76103358145558
"Michael Smith","RB",2.5774358909405
"Danny Noble","TE",3.51189278223168
"Alex Gottlieb","TE",3.3281976637346
"Terriun Crump","WR",1.22466046120033
"LaRon Byrd","WR",3.20233718302724
"David Douglas","WR",8.33573868186107
"Ryan Lindley","QB",6.36911133385977
"Doug Martin","RB",17.0271047073889
"Michael Floyd","WR",8.03772876239788
"Jeff Demps","RB",2.32696403161586
"Timothy Wright","WR",2.64198349533323
"Chris Denton","WR",2.76205741516768
"Stepfan Taylor","RB",4.53448134441191
"Andre Ellington","RB",6.70870571786275
"D.C. Jefferson","TE",3.56129556538409
"Dan Buckner","WR",2.7072712663439
"Jaron Brown","WR",8.61517163925603
"Caleb TerBush","QB",2.6116446174315
"Mike James","RB",4.49123283018782
"Charles Hawkins","WR",8.25420955245084
"Mike Glennon","QB",8.59798864784581
"Robby Toma","WR",4.25129745709699
"Kevin Walter","WR",7.33775020436682
"Kellen Winslow","TE",8.81434998879664
"Nate Washington","WR",10.4220526257997
"Braylon Edwards","WR",7.53299188757221
"Ryan Fitzpatrick","QB",16.6293734255699
"Santonio Holmes","WR",11.0983236504517
"Delanie Walker","TE",7.22836218773504
"Ben Obomanu","WR",7.10637467779805
"Jackie Battle","RB",5.66186992307934
"Darius Reynaud","RB",2.40937275413224
"Chris Johnson","RB",13.7031659413278
"Craig Stevens","TE",4.30974637271188
"Jalen Parmele","RB",5.20710962672881
"Mark Sanchez","QB",11.7852702698407
"Shonn Greene","RB",11.2528956502296
"Kenny Britt","WR",9.84852325227159
"Mike Goodson","RB",5.84839390645978
"Jeff Cumberland","TE",7.30452845766289
"Roberto Wallace","WR",2.16160399543103
"Chris Ivory","RB",5.68016849543686
"Joe McKnight","RB",3.35060674471435
"Rusty Smith","QB",6.51105265334028
"Marc Mariani","WR",1.64383293388246
"Damian Williams","WR",6.12533458098529
"Jake Locker","QB",13.9574262717473
"Clyde Gates","WR",4.90480873308163
"Bilal Powell","RB",8.24514614246409
"Jeremy Kerley","WR",7.94532029428126
"Greg McElroy","QB",9.58352611544134
"Konrad Reuland","TE",2.9669792117037
"Michael Campbell","WR",5.50034092074868
"Michael Preston","WR",6.90722134457262
"John Griffin","RB",1.35988482116921
"Mossis Madu","RB",5.449685956114
"Vidal Hazelton","WR",1.21081531157417
"Diondre Borel","WR",1.47572885994789
"Chad Spann","RB",2.25036897877923
"Hayden Smith","TE",2.71888790871771
"Collin Mooney","RB",1.98462069649029
"Justin Hilton","WR",1.89422940560475
"Stephen Hill","WR",9.05417302687445
"Matt Simms","QB",10.2119807825937
"Taylor Thompson","TE",3.13541956335585
"Jordan White","WR",2.8320740455683
"Kendall Wright","WR",10.68144583999
"Joe Collins","WR",2.09523159043667
"Chris Pantale","TE",2.51481627018449
"Zach Rogers","WR",5.89868144686788
"Mike Shanahan","TE",2.66933757557006
"Ryan Spadola","WR",9.80217037880259
"Jack Doyle","TE",8.20958959528911
"Justin Hunter","WR",7.74363061102207
"Peyton Manning","QB",25.6000619542475
"Michael Vick","QB",20.8013197458064
"Wes Welker","WR",20.0199171770181
"Joel Dreessen","TE",9.80155737835866
"Jason Avant","WR",9.61099320175683
"Brent Celek","TE",8.74598202222944
"Felix Jones","RB",9.01648485876179
"DeSean Jackson","WR",13.5099452070545
"Jacob Hester","RB",6.37947824294556
"Andre Caldwell","WR",6.74313115304473
"Jacob Tamme","TE",9.24813710548608
"Dennis Dixon","QB",5.76058324153896
"Lance Ball","RB",6.23866053991756
"Nick Miller","WR",4.89569530126354
"Greg Orton","WR",4.00331584023558
"Jeremiah Johnson","RB",8.52938633000257
"Knowshon Moreno","RB",14.6764178495434
"Jeremy Maclin","WR",14.3907355819094
"LeSean McCoy","RB",18.2426937970627
"James Casey","TE",6.18620288583914
"Jake O'Connell","TE",5.09042087316861
"Trindon Holliday","WR",3.68244216805734
"Arrelious Benn","WR",3.60370676464534
"Eric Decker","WR",16.3666564666248
"Clay Harbor","TE",5.93320669231201
"Riley Cooper","WR",7.4643082029453
"Demaryius Thomas","WR",17.7596785658158
"Greg Salas","WR",8.29643986544511
"Julius Thomas","TE",13.5369090104209
"Virgil Green","TE",5.06891624761898
"Deangelo Peterson","TE",2.37871214711428
"Gerell Robinson","WR",7.84067180413764
"G.J. Kinne","QB",4.11971568819996
"Derek Carrier","WR",2.13668981070244
"Bryce Brown","RB",7.67056604561908
"Damaris Johnson","WR",3.99147284878781
"Chris Polk","RB",3.91732013390521
"Nick Foles","QB",12.0351335868222
"Brock Osweiler","QB",4.98879837261273
"Ronnie Hillman","RB",6.39900996571736
"Kemonte' Bateman","WR",4.17411164205932
"C.J. Anderson","RB",8.17142168341966
"Lamaar Thomas","WR",3.8258285170315
"Zach Ertz","TE",4.234665062223
"Tavarres King","WR",5.40299576541198
"Russell Shepard","WR",3.29923792231086
"Matthew Tucker","RB",7.50317741511912
"Will Murphy","WR",3.66038867914435
"Zac Dysert","QB",10.7107440986444
"Will Shaw","TE",2.5053111169637
"Montee Ball","RB",6.52338462692916
"Matt Barkley","QB",8.31072911359325
"Santana Moss","WR",10.3054918612938
"Donte' Stallworth","WR",8.75986136585659
"Rex Grossman","QB",12.9383715030353
"Devery Henderson","WR",6.89096201987201
"Josh Cribbs","WR",2.5574585819043
"Darren McFadden","RB",12.5807568095583
"Fred Davis","TE",7.25910989983234
"Josh Morgan","WR",7.98879639206471
"Pierre Garcon","WR",13.5044241231082
"Matt Flynn","QB",5.57638160992617
"Isaiah Williams","WR",2.46165221141431
"Pat White","QB",11.4833709673576
"Rashad Jennings","RB",6.6963768514531
"Tristan Davis","RB",1.97713077814622
"Keiland Williams","RB",4.95812641567632
"Logan Paulsen","TE",6.59125599959515
"Jeron Mastrud","TE",2.73765522869597
"Jacoby Ford","WR",4.80982471159639
"Dezmon Briscoe","WR",6.14882429667417
"Leonard Hankerson","WR",8.57763117213555
"Roy Helu","RB",8.07512961321009
"Denarius Moore","WR",11.4749993379736
"Niles Paul","TE",3.56686121326704
"Evan Royster","RB",5.77273849241056
"Aldrick Robinson","WR",6.76358561174885
"Richard Gordon","TE",2.14983176309649
"David Ausberry","TE",3.18124720957131
"Andre Holmes","WR",3.87487086923612
"Terrelle Pryor","QB",13.3277930211629
"Lance Lewis","WR",3.07690741880474
"Rod Streater","WR",8.37178035643541
"Alfred Morris","RB",13.8676352566
"Tray Session","WR",5.77447593929439
"Jamize Olawale","RB",3.97212674644498
"Kirk Cousins","QB",10.9684457117728
"Robert Griffin III","QB",23.4461708785258
"Juron Criner","WR",6.45730210443276
"Brian Leonhardt","TE",6.11336846480609
"Conner Vernon","WR",2.77831250679779
"Deonte Williams","RB",1.28998456910907
"Nick Williams","WR",3.96060113095881
"Skye Dawson","WR",1.74308344184755
"Greg Jenkins","WR",3.07459019422541
"Chris Thompson","RB",2.83192895215154
"Jawan Jamison","RB",4.63477870198106
"Matthew McGloin","QB",6.17297751389416
"Jordan Reed","TE",7.54810655981977
"Nick Kasa","TE",7.17166822867613
"Latavius Murray","RB",3.34160831898113
"Mychal Rivera","TE",4.93372953467012
"Brice Butler","WR",7.42128366439197
"Tyler Wilson","QB",4.07530399309679
"Antonio Gates","TE",11.0235415105586
"Tony Romo","QB",21.1870812270229
"Jason Witten","TE",15.4080680567424
"Malcom Floyd","WR",11.4441060560838
"Philip Rivers","QB",18.2747453517959
"Ronnie Brown","RB",6.98790082666897
"Kyle Orton","QB",9.12381462051856
"Miles Austin","WR",12.7194445100731
"Charlie Whitehurst","QB",7.68709808707659
"Robert Meachem","WR",8.12302294578683
"Dante Rosario","TE",3.52437846453824
"Danny Woodhead","RB",10.2952590469499
"Eddie Royal","WR",9.03642740394958
"Anthony Armstrong","WR",4.93047218790012
"Deon Butler","WR",3.87688662557696
"John Phillips","TE",3.47775567842072
"Chris Gronkowski","RB",1.06860540878322
"Richard Goodman","WR",1.62878157381687
"Ryan Mathews","RB",11.4661154636409
"Dez Bryant","WR",18.1501433881339
"Danario Alexander","WR",16.3260078076835
"DeMarco Murray","RB",14.0902826732179
"Vincent Brown","WR",6.23018499764155
"Dwayne Harris","WR",5.37166443983246
"Dan DePalma","WR",6.43196659997192
"Andre Smith","TE",3.90786420343427
"Colin Cochart","TE",1.81625536383013
"Phillip Tanner","RB",3.94389450344913
"Cole Beasley","WR",5.95451640238454
"Tim Benford","WR",5.36152981107166
"Lance Dunbar","RB",4.12237189738047
"Nick Stephens","QB",3.62327991094953
"Ladarius Green","TE",9.70529444246047
"Edwin Baker","RB",3.47702554700743
"Jared Green","WR",4.81845527741134
"Mike Willie","WR",7.87336507245111
"Alex Tanney","QB",6.84638237508117
"Danny Coale","WR",2.23219222383877
"James Hanna","TE",4.8544250958505
"Fozzy Whittaker","RB",5.64487647934339
"Dallas Walker","TE",2.11189107175155
"Keenan Allen","WR",3.4732518639569
"Brad Sorensen","QB",7.15557837042913
"Michael Hill","RB",3.04564767595739
"Luke Tasker","WR",2.02806607017903
"Anthony Amos","WR",3.81816745853954
"Joseph Randle","RB",7.51901114244396
"Terrance Williams","WR",4.38575899679265
"Gavin Escobar","TE",7.65488585446953
"Tony Gonzalez","TE",13.0321435443275
"Tom Brady","QB",24.4729659081497
"Steven Jackson","RB",13.1228278566519
"Michael Jenkins","WR",8.41227560739892
"Roddy White","WR",15.5314310390147
"Daniel Fells","TE",4.85954792800784
"Leon Washington","RB",3.07042628833059
"Danny Amendola","WR",11.9061811182118
"Matt Ryan","QB",22.5398170282373
"Harry Douglas","WR",7.47643369826354
"Matthew Slater","WR",1.3991156666077
"Josh Vaughan","RB",6.55347125958786
"Colin Cloherty","TE",2.22459212685498
"Antone Smith","RB",7.78807717610497
"Chase Coffman","TE",5.13644369364206
"Julian Edelman","WR",9.57414607870995
"LeGarrette Blount","RB",6.39651170932117
"Rob Gronkowski","TE",19.098327167745
"Michael Hoomanawanui","TE",4.84668776574461
"Tim Tebow","QB",8.10673002724644
"James Develin","RB",3.12134534539762
"Julio Jones","WR",18.4691597416857
"Shane Vereen","RB",9.59119600320196
"Stevan Ridley","RB",10.8759567419253
"Ryan Mallett","QB",7.55818061304671
"Jacquizz Rodgers","RB",8.63326102493645
"Drew Davis","WR",5.30101546909682
"Tommy Gallarda","TE",2.59897541469879
"Kamar Aiken","WR",5.41376993505646
"Kevin Cone","WR",4.55938425034614
"James Rodgers","WR",3.58278817641189
"Marcus Jackson","WR",2.46642373140131
"Adam Nissley","TE",1.69229431516241
"Dominique Davis","QB",10.9113363343506
"Andrew Szczerba","TE",1.93483950905414
"Brandon Bolden","RB",6.25131583981826
"Rashad Evans","WR",2.65360866441479
"Darius Johnson","WR",9.42444927514052
"Martel Moore","WR",3.52264835885769
"Donald Russell","RB",2.30403656558027
"Devonte Campbell","RB",1.32909691103232
"Ronnie Wingo","RB",2.87341448027587
"Zach Sudfeld","TE",6.10906729175919
"Kenbrell Thompkins","WR",9.80929934907152
"George Winn","RB",6.14035176540428
"Levine Toilolo","TE",3.64376993738649
"Josh Boyce","WR",8.05001310908895
"Aaron Dobson","WR",9.42694174114127
"Quentin Sims","WR",12.6109304852848
"Sean Renfree","QB",4.35624405355066
"Drew Brees","QB",25.8471561833245
"Seneca Wallace","QB",2.46410851243172
"Luke McCown","QB",10.4506719260981
"Benjamin Watson","TE",8.01786035749463
"Lance Moore","WR",11.1689232353374
"Courtney Roby","WR",2.55292808421472
"Darren Sproles","RB",14.433346251532
"Marques Colston","WR",16.2085850686265
"Pierre Thomas","RB",10.3640853054459
"Steve Breaston","WR",4.77861551614086
"Matt Moore","QB",7.32278076066759
"Dustin Keller","TE",9.95132731670447
"Marcus Thigpen","RB",1.39023173708356
"Mike Wallace","WR",12.7101072075453
"Brandon Gibson","WR",10.7091084312505
"Brian Hartline","WR",11.3520079733468
"Julius Pruitt","WR",3.20539085285115
"Preston Parker","WR",8.64996139040409
"Andy Tanner","WR",12.1309894189449
"Jimmy Graham","TE",16.3312984697647
"Tim Toone","WR",3.09302345069848
"Mark Ingram","RB",7.93080801595548
"Daniel Thomas","RB",7.3580577200912
"Charles Clay","TE",7.99553307311344
"Armon Binns","WR",6.44953547203958
"Kyle Miller","TE",2.38730268622405
"Pat Devlin","QB",9.21459720261929
"Jarred Fayson","WR",2.27451761277561
"Mike Higgins","TE",4.1071423275467
"Joe Morgan","WR",9.33753987823124
